,Title,Vote Average,Genre
,Partition,6.4,Drama
,Good Intentions,5,Drama
,"The Good, The Bad, The Weird",7.1,Drama
,Nurse 3-D,4.9,Drama
,Gunless,6.7,Comedy|Romance
,Adventureland,6.4,Documentary
,The Lost City,6,Comedy|Drama|Thriller
,Next Friday,6.4,Comedy
,American Heist,4.3,Crime|Drama
,You Only Live Twice,6.5,Thriller
,Plastic,6.1,Comedy
,Amour,7.5,Comedy
,Poltergeist III,4.5,Comedy
,Re-Kill,4.9,Comedy|Fantasy|Musical
,"It's a Mad, Mad, Mad, Mad World",7,Comedy
,Volver,7.3,Comedy|Musical|Western
,Heavy Metal,6.2,Documentary
,Gentlemen Broncos,6.2,Thriller
,Richard III,6.9,Comedy
,Into the Grizzly Maze,5.1,Comedy
,Kites,6,Comedy
,Melancholia,7,Comedy
,Red Dog,7.1,Comedy
,Jab Tak Hai Jaan,7.3,Comedy|Romance
,Alien,7.9,Drama
,The Texas Chain Saw Massacre,7.2,Drama
,The Runaways,6.3,Comedy|Crime
,Fiddler on the Roof,7.4,Comedy
,Thunderball,6.5,Drama|Thriller
,Detention,5.7,Drama
,Loose Cannons,7,Drama|Mystery
,Set It Off,6.9,Drama
,The Best Man,6.8,Comedy
,Child's Play,6.3,Comedy
,Sicko,7.3,Comedy|Drama
,The Purge: Anarchy,6.6,Action|Thriller
,Down to You,4.9,Drama|Romance|Thriller
,Harold & Kumar Go to White Castle,6.6,Comedy|Fantasy
,The Contender,6.7,Adventure|Drama|Romance
,Boiler Room,6.5,Drama
,Trading Places,7.1,Comedy|Drama|Romance
,Black Christmas,4.8,Crime|Drama|Mystery|Thriller
,Breakin' All the Rules,5.8,Comedy|Drama
,Henry V,7.4,Action|Comedy|Horror
,The Savages,6.8,Action|Crime|Drama|Thriller
,Chasing Papi,6.3,Comedy|Crime|Drama|Thriller
,The Way of the Gun,6.4,Action|Crime|Thriller|Western
,Igby Goes Down,6.5,Action|Comedy
,PCU,6,Drama|Romance|Sci-Fi
,The Ultimate Gift,6.8,Comedy|Drama|Romance
,The Ice Pirates,5.7,Drama
,Gracie,6,Crime|Drama
,Trust the Man,5.5,Comedy|Horror|Mystery|Thriller
,Hamlet 2,6.1,Drama|Thriller
,Velvet Goldmine,6.9,Action|Crime|Drama|Thriller
,The Wailing,7.2,Comedy
,Glee: The Concert Movie,6.8,Drama
,The Legend of Suriyothai,5.1,Documentary
,Two Evil Eyes,6,Action|Drama
,Barbecue,5.8,Horror
,All or Nothing,7,Documentary
,Princess Kaiulani,4.8,Comedy
,Opal Dream,6.1,Action
,Flame & Citron,6.8,Comedy|Mystery|Romance
,Undiscovered,4.5,Adventure|Drama
,Red Riding: In the Year of Our Lord 1974,7,Comedy
,The Girl on the Train,5.6,Animation|Children
,Veronika Decides to Die,5.8,Drama
,Crocodile Dundee,6.3,Drama
,"Ultramarines: A Warhammer 40,000 Movie",5.2,Comedy
,The I Inside,5.9,Thriller
,Beneath Hill 60,7.3,Film-Noir
,Polisse,7.9,Drama|Sci-Fi
,Awake,6.3,Horror
,Star Wars: Clone Wars: Volume 1,8,Drama
,Skin Trade,5.6,Drama
,The Lost Boys,6.8,Documentary
,Crazy Heart,6.8,Crime|Drama|Thriller
,The Rose,6.8,Comedy|Drama
,Baggage Claim,5.6,Horror|Sci-Fi|Thriller
,Barbarella,5.7,Comedy|Crime
,Shipwrecked,6.1,Comedy
,Election,6.7,Documentary
,The Namesake,6.8,Crime|Drama
,The DUFF,6.8,Film-Noir|Horror
,Glitter,3.4,Comedy
,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,Comedy|Drama|Romance
,Silmido,6.6,Comedy|Drama
,Bright Star,6.8,Comedy
,My Name Is Khan,7.7,Comedy|Drama
,All Is Lost,6.6,Western
,Limbo,7,Drama
,Namastey London,6.6,Comedy
,The Wind That Shakes the Barley,7.1,Action|Drama
,Yeh Jawaani Hai Deewani,7.2,Musical
,Quo Vadis,7,Action|Thriller
,Repo! The Genetic Opera,6.7,Comedy|Drama
,Valley of the Wolves: Iraq,4.3,Drama|Thriller
,Pulp Fiction,8.3,Drama
,The Muppet Movie,7,Comedy|Drama|Romance
,Nightcrawler,7.6,Comedy
,Club Dread,5.1,Comedy
,The Sound of Music,7.4,Comedy|Crime
,Splash,6.1,Comedy
,Little Miss Sunshine,7.5,Comedy|Drama
,Stand by Me,7.8,Comedy|Sci-Fi
,28 Days Later,7.1,Documentary
,You Got Served,4.8,Crime|Drama
,Escape from Alcatraz,7.2,Drama
,Brown Sugar,7,Drama|Romance
,A Thin Line Between Love and Hate,5.7,Drama
,50/50,7,Adventure|Children
,Shutter,5.3,Drama
,That Awkward Moment,6.1,Crime|Drama|Film-Noir|Thriller
,Modern Problems,5.6,Crime|Drama
,Kicks,7.5,Drama|Fantasy|War
,Much Ado About Nothing,7.2,Comedy|Drama
,On Her Majesty's Secret Service,6.5,Documentary
,New Nightmare,6.4,War
,Drive Me Crazy,5.8,Horror|Sci-Fi
,Akeelah and the Bee,6.7,Comedy
,Half Baked,6.4,Drama|War
,New in Town,5.2,Comedy|Drama|Romance
,American Psycho,7.3,Horror
,The Good Girl,6.1,Adventure|Children
,Bon Cop Bad Cop,6.5,Horror
,The Boondock Saints II: All Saints Day,5.9,Adventure|Drama
,The City of Your Final Destination,5.7,Crime|Thriller
,Enough Said,6.6,Comedy
,Easy A,6.7,Drama
,The Inkwell,3.9,Horror
,Shadow of the Vampire,6.6,Drama
,Prom,5.7,Comedy|Romance
,The Pallbearer,4.6,Sci-Fi
,Held Up,4.9,Fantasy|Horror|Mystery|Thriller
,Woman on Top,5.5,Documentary
,Howards End,6.9,Drama|Romance
,Anomalisa,7,Comedy|Drama|Fantasy|Romance
,Another Year,7,Comedy|Drama
,8 Women,6.9,Drama|Romance
,Showdown in Little Tokyo,5.7,Comedy|Drama|Romance
,Clay Pigeons,6.3,Crime|Drama
,It's Kind of a Funny Story,6.9,Comedy|Drama
,Made in Dagenham,6.6,Crime|Film-Noir
,When Did You Last See Your Father?,6.9,Drama|Western
,Prefontaine,6.7,War
,The Wicked Lady,4.3,Romance|Western
,The Secret of Kells,7.3,Crime
,Begin Again,7.3,Drama|Thriller
,Down in the Valley,5.9,Drama
,Brooklyn Rules,5.8,Action|War
,Restless,4.9,Western
,The Singing Detective,5.9,Drama
,The Land Girls,7,Sci-Fi
,Fido,6.6,Romance
,The Wendell Baker Story,5.2,Drama|War
,Wild Target,6.4,Drama
,Pathology,5.6,Drama
,Wuthering Heights,6.9,Film-Noir
,10th & Wolf,6.3,Comedy|Drama
,Dear Wendy,5.6,Drama
,Aloft,5.1,Drama|Musical
,Akira,7.8,Action|Crime
,The Death and Life of Bobby Z,5.8,Comedy
,The Rocket: The Legend of Rocket Richard,6.1,Drama|Mystery|Thriller
,Swelter,4.6,Comedy|Mystery
,My Lucky Star,4.3,Children|Comedy
,Imagine Me & You,7,Action|Adventure
,Mr. Church,7,Adventure|Crime|Drama|Romance
,Swimming Pool,6.4,Comedy
,Green Street Hooligans: Underground,5.4,Comedy
,The Blood of Heroes,5.9,Comedy|Fantasy|Romance
,Code of Honor,4.1,Comedy|Romance
,Driving Miss Daisy,7,Comedy
,Soul Food,6.6,Adventure|Children|Comedy|Musical
,Rumble in the Bronx,6.5,Children|Comedy
,Far from Men,6.6,Children|Comedy|Musical
,Thank You for Smoking,7.1,Children|Comedy
,Hostel: Part II,5.6,Adventure|Animation|Children|Fantasy
,An Education,6.8,Adventure|Sci-Fi
,Shopgirl,5.7,Comedy|Drama|Romance
,The Hotel New Hampshire,5.8,Drama|Thriller
,Narc,6.8,Action|Drama
,Men with Brooms,4.5,Action|Drama
,Witless Protection,4,Action|Adventure|Drama|War
,The Work and the Glory,6.1,Comedy|Drama
,Extract,5.7,Drama
,Masked and Anonymous,5.2,Drama|Thriller
,Betty Fisher and Other Stories,7,Comedy|Drama
,Code 46,6.2,Drama
,Outside Bet,5.8,Adventure|Children|Drama
,Albert Nobbs,6.2,Crime|Drama
,Black November,6.4,Drama|Romance|War
,Ta Ra Rum Pum,6,Drama
,Persepolis,7.7,Adventure|Comedy
,The Hole,5.6,Adventure|Crime|Drama
,The Wave,7.5,Comedy|Crime
,The Neon Demon,6.4,Drama|Thriller
,Harry Brown,6.7,Comedy
,The Omega Code,4.4,Comedy|Romance
,Juno,7,Drama
,Pound of Flesh,5.5,Drama
,Diamonds Are Forever,6.3,Drama|Musical
,The Godfather,8.4,Drama|Romance
,Flashdance,6.1,Crime
,(500) Days of Summer,7.2,Drama
,The Piano,7.1,Animation|Comedy
,Magic Mike,6.1,Action|Crime|Drama
,Darkness Falls,4.9,Action|Drama
,Live and Let Die,6.4,Action|Drama
,My Dog Skip,6.5,Action|Drama
,"Definitely, Maybe",6.7,Action|Drama
,Jumping the Broom,6,Crime|Drama|Film-Noir
,"Good Night, and Good Luck.",6.8,Drama|Romance
,Capote,6.8,Drama
,Desperado,6.8,Action|Children|Comedy|Fantasy|Sci-Fi
,Logan's Run,6.6,Action|Children|Fantasy
,The Man with the Golden Gun,6.3,Action|Adventure|Children|Comedy|Fantasy
,Action Jackson,4.9,Action|Drama|War
,The Descent,6.8,Action|Crime|Drama
,Michael Jordan to the Max,7.5,Action|Drama|Thriller
,Devil's Due,4.4,Action
,Flirting with Disaster,6.3,Mystery|Thriller
,The Devil's Rejects,6.6,Comedy|Drama
,Dope,7.2,Drama
,In Too Deep,6.2,Comedy|Drama|War
,House of 1000 Corpses,6,Drama
,Alien Zone,4,Comedy
,A Serious Man,6.6,Drama
,Get Low,6.5,Action|Crime|Romance|Thriller
,Warlock,5.8,Drama|Romance
,Beyond the Lights,7,Comedy|Romance
,A Single Man,7.3,Drama|Thriller
,The Last Temptation of Christ,7,Drama
,Outside Providence,5.6,Drama|Thriller
,Bride & Prejudice,6.5,Drama|Romance
,Rabbit-Proof Fence,6.8,Drama|Horror
,Who's Your Caddy?,3.8,Comedy
,Split Second,5.7,Adventure|Drama|Thriller
,The Other Side of Heaven,6.7,Comedy|Drama|Romance
,Veer-Zaara,7.4,Comedy
,Redbelt,6.4,Sci-Fi|Thriller
,Cyrus,6.1,Drama
,A Dog Of Flanders,6.4,Comedy|Fantasy
,Auto Focus,6.1,Drama|Western
,Factory Girl,6.2,Drama
,We Need to Talk About Kevin,7.4,Drama
,The Christmas Candle,5.8,Adventure|Drama
,The Mighty Macs,5,Adventure|Drama|Sci-Fi
,Losin' It,4.5,Horror|Thriller
,Mother and Child,6.7,Comedy
,March or Die,6.2,Sci-Fi|Thriller
,The Visitors,7.1,Drama|Romance
,Somewhere,6,Horror|Mystery
,I Hope They Serve Beer in Hell,5.7,Comedy|Drama
,Chairman of the Board,2.7,Drama
,Hesher,6.7,Adventure|Fantasy|Romance
,Dom Hemingway,5.8,Drama|Romance
,Gerry,6.2,Comedy|Drama|Romance
,The Heart of Me,7.7,Animation|Children
,Freeheld,7.1,Thriller
,The Extra Man,5.9,Horror
,Hard to Be a God,6.7,Sci-Fi
,Ca$h,6,Western
,Wah-Wah,6.3,Horror|Sci-Fi
,The Boondock Saints,7.2,Adventure|Comedy|Fantasy
,Z Storm,5.8,Horror
,Twixt,5,Comedy
,The Snow Queen,5.1,Adventure|Comedy|Romance
,Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,Horror|Mystery|Thriller
,Pale Rider,7,Adventure|Drama|Western
,Stargate: The Ark of Truth,6.9,Comedy|Drama
,Dazed and Confused,7.4,Drama
,High School Musical 2,6.1,Comedy
,Two Lovers and a Bear,6.8,Drama
,Criminal Activities,5.8,Drama|Horror|Thriller
,Aimee & Jaguar,6.3,Comedy|Drama
,The Chumscrubber,6.7,Comedy|Romance
,Shade,6.1,Drama
,House at the End of the Street,5.6,Drama|Mystery|Sci-Fi
,Incendies,7.9,Comedy|Drama
,"Remember Me, My Love",5.8,Drama|Mystery|Thriller
,Perrier’s Bounty,5.1,Comedy|Drama
,Elite Squad,7.8,Comedy
,Annabelle,5.6,Action|Adventure|Drama|Thriller|Western
,Bran Nue Dae,5.2,Drama
,Boyz n the Hood,7.4,Drama|Thriller
,La Bamba,6.8,Comedy
,The Four Seasons,6.3,Drama|Romance
,Dressed to Kill,6.8,Drama|Thriller
,The Adventures of Huck Finn,6.2,Drama
,Go,7,Comedy|Romance
,Friends with Money,5.1,Comedy|Fantasy|Romance
,The Andromeda Strain,7,Crime|Drama
,Bats,4.1,Drama|Thriller
,Nowhere in Africa,7,Action|Drama|War
,Shame,7,Comedy
,Layer Cake,7,Comedy|Drama
,The Work and the Glory II: American Zion,8,Drama
,The East,6.5,Action|Thriller
,A Home at the End of the World,6.8,Comedy|Romance
,Aberdeen,7,Comedy
,The Messenger,7.1,Comedy|Drama
,Tracker,6,Action|Sci-Fi|Thriller
,Control,7.5,Drama|Romance
,The Terminator,7.3,Crime|Thriller
,"Good bye, Lenin!",7.4,Comedy
,The Damned United,7.2,Comedy|Drama|Romance
,The Return of the Living Dead,7.3,Drama
,Mallrats,6.8,Drama
,Grease,7.2,Crime|Horror|Mystery|Thriller
,Platoon,7.5,Comedy|Drama|Romance
,Fahrenheit 9/11,6.8,Comedy|Drama
,Butch Cassidy and the Sundance Kid,7.4,Comedy
,Mary Poppins,7.4,Documentary
,Ordinary People,7.4,Drama|Mystery|Romance
,West Side Story,7,Action
,Caddyshack,6.6,Drama
,The Brothers,6.5,Comedy|Drama
,The Wood,7.1,Comedy
,The Usual Suspects,8.1,Drama|Musical
,A Nightmare on Elm Street 5: The Dream Child,5.5,Drama|Horror|Thriller
,National Lampoon’s Van Wilder,5.9,Comedy|Drama
,The Wrestler,7.3,Comedy|Drama
,Duel in the Sun,6.2,Comedy|Musical|Romance
,Best in Show,6.7,Horror
,Escape from New York,6.9,Crime|Drama|Thriller
,School Daze,6.2,Comedy
,Daddy Day Camp,4.4,Drama|Thriller
,Mr. Nice Guy,6.3,Drama|Romance
,A Mighty Wind,6.6,Action|Thriller|War
,Mystic Pizza,5.9,Drama|Romance
,Sliding Doors,6.5,Mystery|Thriller
,Tales from the Hood,5.4,Drama
,The Last King of Scotland,7.4,Comedy|Drama|Romance
,Halloween 5: The Revenge of Michael Myers,5.2,Crime|Drama|Romance
,Bernie,6.5,Drama
,Dolphins and Whales: Tribes of the Ocean,8,Comedy|Drama
,Pollock,6.6,Action|Horror
,200 Cigarettes,6.1,Children|Comedy
,The Words,6.4,Comedy|Drama
,Casa De Mi Padre,5.5,Comedy|Drama
,City Island,6.9,Comedy|Drama|Romance
,The Guard,6.8,Comedy|Romance
,College,4.8,Comedy|Drama
,The Virgin Suicides,7.1,Drama
,Little Voice,6.6,Comedy|Drama
,Miss March,5.4,Horror|Sci-Fi
,Wish I Was Here,6.4,Horror|Sci-Fi
,Simply Irresistible,5.5,Horror|Sci-Fi
,Hedwig and the Angry Inch,7.4,Drama
,Only the Strong,6.9,Action|Horror|Sci-Fi
,Goddess of Love,6.2,Drama|Romance
,Shattered Glass,6.6,Action|Adventure|Drama
,Novocaine,6,Drama
,The Business of Strangers,5.7,Drama
,The Wild Bunch,7.6,Comedy
,The Wackness,6.2,Comedy|Documentary|Drama
,The First Great Train Robbery,6.6,Drama|Musical
,Morvern Callar,7.2,Action|Drama|Romance|Thriller
,Beastmaster 2: Through the Portal of Time,4.6,Adventure|War
,The 5th Quarter,4.7,Drama
,The Flower of Evil,5.7,Horror
,The Greatest,6.2,Crime|Drama
,Snow Flower and the Secret Fan,5.3,Adventure|Fantasy
,Come Early Morning,5.9,Comedy|Drama
,Lucky Break,6.5,Comedy|Drama
,Julia,6.3,Animation|Sci-Fi
,"Surfer, Dude",4.7,Action|Sci-Fi
,Lake of Fire,8,Drama|Musical
,11:14,6.8,Comedy
,Men of War,5.4,Comedy
,Don McKay,5.4,Comedy
,Deadfall,5.6,Crime|Drama|Romance|Thriller
,A Shine of Rainbows,6.3,Comedy|Musical
,The Hit List,5.2,Comedy|Musical
,Emma,7.6,Comedy|Western
,Videodrome,7.1,Comedy|Musical|Romance
,The Spanish Apartment,7,Comedy
,Song One,5.5,Musical
,Winter in Wartime,6.8,Crime|Drama|Musical
,Freaky Deaky,4.9,Comedy|Musical|Romance
,The Train,7.2,Comedy|Western
,Trade Of Innocents,5.5,Adventure|Comedy
,The Protector,6.8,Documentary
,Stiff Upper Lips,10,Drama|Musical|Romance
,Bend It Like Beckham,6.2,Animation|Children|Comedy
,Sunshine State,6,Adventure|Musical|Romance
,Crossover,4.2,Comedy
,Khiladi 786,4.7,Comedy|Romance
,[REC]²,6.4,Adventure|Animation|Children
,Standing Ovation,3.9,Comedy|Romance
,The Sting,7.9,Comedy
,Chariots of Fire,6.8,Comedy|Crime
,Diary of a Mad Black Woman,6.4,Comedy
,Shine,7.3,Comedy|Drama
,Don Jon,5.9,Drama|Horror
,High Plains Drifter,7.4,Comedy
,Ghost World,7.1,Action|Adventure|Thriller
,Iris,6.2,Action|Adventure|Comedy|Western
,Galaxina,3.3,Documentary
,The Chorus,7.5,Comedy
,Mambo Italiano,5.6,Horror|Thriller
,Wonderland,6.2,Action|Drama|Romance|War
,Do the Right Thing,7.6,Adventure|Comedy|Romance
,Harvard Man,4.8,Horror
,Le Havre,6.8,Comedy
,Irreversible,7.1,Comedy|Crime
,R100,5.4,Action|Adventure|Romance|Thriller
,Rang De Basanti,7.2,Thriller
,Animals,6.2,Action|Adventure|Thriller
,Salvation Boulevard,5.6,Drama
,The Ten,4.9,Drama
,A Room for Romeo Brass,7.3,Action|Adventure|Sci-Fi|Thriller
,Headhunters,7.1,Action|Adventure|Thriller
,Grabbers,6,Comedy|Drama
,Saint Ralph,7.3,Drama
,Miss Julie,5.9,Western
,Somewhere in Time,7.2,Action|Drama|War
,Dum Maaro Dum,5.4,Western
,Insidious: Chapter 2,6.5,Drama
,Saw II,6.3,Comedy
,10 Cloverfield Lane,6.8,Adventure|Children|Drama
,Jackass: The Movie,6.1,Horror|Sci-Fi
,Lights Out,6.3,Drama
,Paranormal Activity 3,5.9,Horror
,Ouija,4.9,Horror
,A Nightmare on Elm Street 3: Dream Warriors,6.5,Horror
,Instructions Not Included,7.5,Documentary
,Paranormal Activity 4,5.2,Action|Adventure|Drama|War
,The Robe,6.4,Drama
,The Return of the Pink Panther,6.7,Crime|Film-Noir|Mystery|Thriller
,Freddy's Dead: The Final Nightmare,5.1,Drama
,Monster,7,Horror|Sci-Fi
,"20,000 Leagues Under the Sea",6.8,Sci-Fi|Thriller
,Paranormal Activity: The Marked Ones,5.2,Horror|Sci-Fi|Thriller
,The Elephant Man,7.9,Horror|Sci-Fi|Thriller
,Dallas Buyers Club,7.9,Horror|Sci-Fi|Thriller
,The Lazarus Effect,5.1,Horror|Sci-Fi|Thriller
,Memento,8.1,Horror|Sci-Fi|Thriller
,Oculus,6.3,Horror|Sci-Fi|Thriller
,Clerks II,6.9,Horror|Sci-Fi|Thriller
,Billy Elliot,7.4,Action|Comedy|Crime
,The Way Way Back,7.1,Drama|Romance
,House Party 2,4.7,Comedy
,The Man from Snowy River,6.8,War
,Doug's 1st Movie,5.4,Comedy|Western
,The Apostle,6.1,Adventure|Children
,Mommie Dearest,6.5,Adventure|Children
,Our Idiot Brother,5.9,Adventure|Children|Comedy|Drama
,Race,7.1,Comedy|Musical|Romance
,The Players Club,6.4,Drama|Horror
,"As Above, So Below",6.1,Documentary
,Addicted,5.4,Drama
,Eve's Bayou,6.1,Documentary|Musical
,Still Alice,7.5,Documentary
,The Egyptian,6,Action|Drama|Thriller|Western
,Nighthawks,6.4,Action|Crime|Drama|Thriller
,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,Crime|Drama|Film-Noir
,My Big Fat Greek Wedding,6.2,Drama|Romance
,Spring Breakers,5,Comedy|Drama|Romance
,Halloween: The Curse of Michael Myers,5,Horror|Sci-Fi|Thriller
,Y Tu Mamá También,7.3,Adventure|Animation|Fantasy|Sci-Fi
,Shaun of the Dead,7.5,Comedy
,The Haunting of Molly Hartley,4.3,Comedy
,Lone Star,6.9,Comedy
,Halloween 4: The Return of Michael Myers,5.9,Comedy
,April Fool's Day,5.8,Comedy|Horror
,Diner,6.9,Comedy|Horror
,Lone Wolf McQuade,5.5,Comedy|Horror
,Apollo 18,5,Comedy|Horror
,Sunshine Cleaning,6.5,Comedy|Horror|Sci-Fi|Thriller
,No Escape,6.7,Action|Sci-Fi|Thriller
,The Beastmaster,6,Action|Sci-Fi
,Solomon and Sheba,5.4,Adventure|Drama|Romance|Sci-Fi
,Fifty Shades of Black,4.3,Drama|Sci-Fi
,Not Easily Broken,6.3,Crime|Drama|Sci-Fi|Thriller
,A Farewell to Arms,6.2,Action|Adventure|Sci-Fi
,The Perfect Match,5.2,Action|Adventure|Sci-Fi
,Digimon: The Movie,6.2,Action|Adventure|Sci-Fi
,Saved!,6.3,Action|Comedy|Romance
,The Barbarian Invasions,6.7,Film-Noir|Horror|Mystery|Thriller
,Robin and Marian,6.6,Drama|Romance
,The Forsaken,4.9,Horror|Thriller
,Force 10 from Navarone,6.4,Horror
,UHF,6.7,Action|Comedy|Crime|Thriller
,Grandma's Boy,6.6,Drama
,Slums of Beverly Hills,6.5,Comedy
,Once Upon a Time in the West,8.1,Drama
,Made,6.3,Drama
,Moon,7.6,Comedy|Crime
,Keeping Up with the Steins,5.2,Action|Comedy|Crime|Drama
,Sea Rex 3D: Journey to a Prehistoric World,5.9,Action|Crime
,The Sweet Hereafter,6.8,Documentary
,Of Gods and Men,6.5,Comedy|Romance
,Bottle Shock,6.6,Drama
,Jekyll and Hyde ... Together Again,4.6,Comedy|Crime|Mystery
,Heavenly Creatures,7,Comedy
,90 Minutes in Heaven,5.4,Drama
,Everything Must Go,6,Drama|War
,Zero Effect,6,Animation|Musical
,The Machinist,7.3,Action|Thriller
,Light Sleeper,5.7,Horror|Western
,Kill the Messenger,6.6,Crime|Drama|Film-Noir|Thriller
,Rabbit Hole,6.9,Action|Crime|Drama|Thriller
,Party Monster,5.9,Drama|Mystery
,Green Room,6.7,Drama|Thriller
,The Oh in Ohio,5.8,Horror
,Atlas Shrugged Part III: Who is John Galt?,3.9,Drama
,Bottle Rocket,6.8,Drama
,Albino Alligator,5.6,Crime|Drama
,"Gandhi, My Father",6,Drama
,Standard Operating Procedure,6.6,Drama|Western
,Out of the Blue,6.5,Drama
,Tucker and Dale vs Evil,7.3,Comedy|Romance
,"Lovely, Still",6.2,Action|Adventure|Comedy|Fantasy
,Tycoon,6.6,Crime|Drama|Thriller
,Desert Blue,5.5,Drama|War
,Decoys,4.7,Comedy|Romance
,The Visit,6,Action|Crime|Thriller
,Redacted,6.2,Action|Adventure|Animation|Children|Sci-Fi
,Fascination,3.8,Drama
,Area 51,4.2,Drama
,Sleep Tight,7,Comedy|Romance
,The Cottage,6.3,Drama
,Dead Like Me: Life After Death,5.8,Drama
,Farce of the Penguins,3.2,Animation|Children|Comedy
,Flying By,7,Adventure|Comedy
,Rudderless,7.4,Action|Drama|War
,Henry & Me,3,Adventure|Animation|Children|Comedy|Fantasy
,Christmas Eve,6.1,Drama|Thriller
,We Have Your Husband,5,Drama
,Dying of the Light,4.5,Horror
,Born Of War,4.1,Drama|Sci-Fi|Thriller
,Capricorn One,6.4,Animation|Children|Musical
,Should've Been Romeo,0,Comedy
,Running Forever,0,Action|Crime|Drama|Thriller
,Yoga Hosers,4.7,Horror
,Navy Seals vs. Zombies,3.5,Action|Crime|Thriller
,I Served the King of England,7,Action|Crime|Thriller
,Soul Kitchen,7.1,Crime|Drama|Romance
,Sling Blade,7.4,Action|War
,The Awakening,6.3,Action|War
,Hostel,5.7,Action|War
,A Cock and Bull Story,6.2,Action
,Take Shelter,7.1,Horror|Sci-Fi|Thriller
,Lady in White,6.3,Action|Adventure|Fantasy
,Driving Lessons,6.3,Fantasy|Horror|Thriller
,Let's Kill Ward's Wife,5.5,Comedy
,The Texas Chainsaw Massacre 2,5.9,Comedy|Drama|Romance
,Pat Garrett & Billy the Kid,7.2,Animation|Children|Musical
,Only God Forgives,5.6,Animation|Children|Musical
,Camping Sauvage,4.8,Comedy|Horror
,Without Men,4.6,Comedy|Drama
,Dear Frankie,7,Sci-Fi
,All Hat,1,Sci-Fi
,The Names of Love,7.3,Action|Crime
,Treading Water,5.6,Action|Crime
,Savage Grace,5.7,Crime|Drama
,Out of the Blue,5.9,Comedy|Fantasy
,Police Academy,6.5,Comedy|Horror
,The Blue Lagoon,5.8,Comedy
,Four Weddings and a Funeral,6.6,Comedy
,Fast Times at Ridgemont High,7,Drama|Mystery
,Moby Dick,6.9,Drama
,25th Hour,7.2,Drama
,Bound,6.9,Drama
,Requiem for a Dream,7.9,Western
,State Fair,6.2,Action|Adventure|Sci-Fi
,Tango,6.8,Comedy|Drama
,Salvador,7,Drama
,Moms' Night Out,5.5,Romance|Thriller
,Donnie Darko,7.7,Thriller
,Saving Private Perez,6.1,Drama|Horror|Mystery
,Character,7.7,Animation|Children
,Spun,6.6,Crime|Drama|Romance|Thriller
,Life During Wartime,6.3,Drama|Mystery
,Sympathy for Lady Vengeance,7.4,Action|Sci-Fi
,Mozart's Sister,6.2,Comedy|Drama|Western
,Mean Machine,6,Comedy
,Exiled,7,Action|Adventure|Drama
,Blackthorn,6.6,Western
,Lilya 4-ever,7.7,Adventure|Fantasy
,After.Life,5.4,Drama|War
,Fugly,5.3,Comedy
,One Flew Over the Cuckoo's Nest,8.2,Drama|Thriller
,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,Drama|War
,Silent Movie,6.7,Comedy
,Airlift,7.3,Drama
,Anne of Green Gables,8.2,Comedy
,Falcon Rising,5.5,Drama
,The Sweeney,5.7,Comedy|Drama
,Sexy Beast,7,Comedy|Musical
,Easy Money,6.5,Comedy
,Whale Rider,7.1,Children
,Paa,6.6,Comedy
,Cargo,5.9,Drama|Romance
,High School Musical,6.1,Drama
,Love and Death on Long Island,6.9,Drama|Romance
,Night Watch,6.3,Comedy|Drama|Romance
,The Crying Game,6.9,Horror|Sci-Fi|Thriller
,Porky's,6.1,Action|Adventure|Comedy|Sci-Fi
,Survival of the Dead,4.6,Comedy
,Night of the Living Dead,7.5,Comedy|Romance
,Lost in Translation,7.3,Comedy|Horror|Thriller
,Annie Hall,7.8,Comedy
,The Greatest Show on Earth,6.6,Horror
,Monster's Ball,6.5,Horror|Sci-Fi
,Maggie,5.2,Adventure|Drama|Romance
,Leaving Las Vegas,7.1,Thriller
,Hansel and Gretel Get Baked,4.8,Action|Comedy|War
,The Front Page,6.9,Action|Fantasy|Horror|Sci-Fi|Thriller
,The Boy Next Door,4.1,Horror
,Trapeze,6.4,Horror
,The Kids Are All Right,6.5,Horror
,They Live,7.1,Action|Comedy
,The Great Escape,7.8,Horror
,What the #$*! Do We (K)now!?,5.8,Drama
,The Last Exorcism Part II,4.4,Drama
,Boyhood,7.5,Comedy
,Scoop,6.4,Horror
,The Wash,5.3,Drama|Thriller
,3 Strikes,5.9,Thriller
,The Cooler,6.7,Crime|Thriller
,The Misfits,6.8,Comedy
,The Night Listener,5.5,Comedy
,The Jerky Boys,4.8,Drama
,The Orphanage,7.1,Drama|Romance|War
,A Haunted House 2,5.4,Drama|Romance
,The Rules of Attraction,6.3,Drama
,Topaz,6.1,Thriller
,Let's Go to Prison,5.5,Comedy
,Four Rooms,6.5,Documentary
,Secretary,6.7,Comedy|Crime|Drama
,The Real Cancun,3.3,Comedy
,Talk Radio,6.7,Comedy
,Waiting for Guffman,7.3,Drama|Horror|Thriller
,Love Stinks,5.4,Action|Adventure|Sci-Fi
,You Kill Me,6.2,Comedy|Documentary
,Thumbsucker,6.1,Comedy
,Red State,5.9,Drama
,Mirrormask,6.6,Action|Comedy|Crime|Romance
,Samsara,8,Comedy
,The Barbarians,5.1,Drama
